setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dsHHx,278.15,0.0501,101,885.81,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.1001,101,946.17,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.1504,101,998.62,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.2004,101,1044.76,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.3002,101,1122.37,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.3993,101,1184.6,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.501,101,1237.2,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.6007,101,1280.3,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.7,101,1317,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
dsHHx,278.15,0.7996,101,1348.6,Vercher et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
