setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg",Solvent: Weight fraction of dipotassium hydrogen phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OdqjD,298.15,0.7557,0.2,101,1200.65,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,0.7994,0.1,101,1116.06,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,0.8049,0.15,101,1158.37,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,0.82,0.2,101,1202.35,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,0.9307,0.15,101,1162.21,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,0.9947,0.1,101,1122.99,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,1.0904,0.15,101,1166.95,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,1.1226,0.1,101,1127.41,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,1.1907,0.1,101,1129.65,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,1.1965,0.15,101,1170.11,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,298.15,1.406,0.1,101,1136.81,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.4586,0.1,101,1101.29,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.4904,0.2,101,1191.21,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.4927,0.15,101,1146.34,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.533,0.15,101,1147.62,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.5461,0.2,101,1192.68,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.5641,0.1,101,1105.26,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.5998,0.2,101,1194.07,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.6485,0.2,101,1195.35,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.6827,0.1,101,1109.6,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.6945,0.15,101,1152.7,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.7007,0.2,101,1196.7,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.7557,0.2,101,1198.15,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.7994,0.1,101,1113.82,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.8049,0.15,101,1156.06,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.82,0.2,101,1199.85,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.9307,0.15,101,1159.87,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,0.9947,0.1,101,1120.67,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,1.0904,0.15,101,1164.64,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,1.1226,0.1,101,1124.99,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,1.1907,0.1,101,1127.28,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,1.1965,0.15,101,1167.73,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,303.15,1.406,0.1,101,1134.32,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.4586,0.1,101,1099.08,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.4904,0.2,101,1188.71,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.4927,0.15,101,1143.97,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.533,0.15,101,1145.24,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.5461,0.2,101,1190.17,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.5641,0.1,101,1103.02,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.5998,0.2,101,1191.54,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.6485,0.2,101,1192.83,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.6827,0.1,101,1107.33,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.6945,0.15,101,1150.28,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.7007,0.2,101,1194.17,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.7557,0.2,101,1195.61,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.7994,0.1,101,1111.49,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.8049,0.15,101,1153.6,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.82,0.2,101,1197.29,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.9307,0.15,101,1157.4,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,0.9947,0.1,101,1118.32,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,1.0904,0.15,101,1162.08,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,1.1226,0.1,101,1122.58,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,1.1907,0.1,101,1124.89,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,1.1965,0.15,101,1165.17,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,308.15,1.406,0.1,101,1131.88,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.4586,0.1,101,1096.74,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.4904,0.2,101,1186.11,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.4927,0.15,101,1141.5,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.533,0.15,101,1142.76,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.5461,0.2,101,1187.57,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.5641,0.1,101,1100.66,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.5998,0.2,101,1188.94,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.6485,0.2,101,1190.2,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.6827,0.1,101,1104.95,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.6945,0.15,101,1147.78,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.7007,0.2,101,1191.56,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.7557,0.2,101,1192.98,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.7994,0.1,101,1109.09,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.8049,0.15,101,1151.09,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.82,0.2,101,1194.66,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.9307,0.15,101,1154.83,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,0.9947,0.1,101,1115.85,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,1.0904,0.15,101,1159.52,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,1.1226,0.1,101,1120.11,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,1.1907,0.1,101,1122.38,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,1.1965,0.15,101,1162.61,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
OdqjD,313.15,1.406,0.1,101,1129.31,Zafarani-Moattar and Sarmad (2012),Density,Liquid,AADYJk,O,water,AAhZiT,O=P([O-])([O-])O.[K+].[K+],dipotassium hydrogen phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
