setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rPzVa,288.15,0,101.3,1076.4,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.0989,101.3,1199.2,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.1983,101.3,1282.8,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.2973,101.3,1342.6,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.3958,101.3,1387.7,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.496,101.3,1424,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.5954,101.3,1452.5,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.6967,101.3,1476.9,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.7982,101.3,1497.5,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,0.9004,101.3,1514.5,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,288.15,1,101.3,1528.5,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0,101.3,1069.9,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.0989,101.3,1193.1,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.1983,101.3,1277.1,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.2973,101.3,1337,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.3958,101.3,1382.3,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.496,101.3,1418.6,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.5954,101.3,1447.3,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.6967,101.3,1471.6,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.7982,101.3,1492.4,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,0.9004,101.3,1509.4,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,293.15,1,101.3,1523.5,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0,101.3,1063.3,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.0989,101.3,1187,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.1983,101.3,1271.3,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.2973,101.3,1331.5,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.3958,101.3,1376.8,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.496,101.3,1413.3,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.5954,101.3,1442,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.6967,101.3,1466.4,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.7982,101.3,1487.2,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,0.9004,101.3,1504.3,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,298.15,1,101.3,1518.4,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,303.15,0,101.3,1056.7,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
rPzVa,303.15,0.0989,101.3,1181,Liu et al. (2018a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
