setid,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XVbiw,293.16,1161.9,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,298.14,1158.7,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,303.14,1155.4,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,308.14,1152.2,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,313.14,1148.9,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,318.14,1145.7,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,323.14,1142.4,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,328.14,1139.2,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,333.14,1136,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,338.14,1132.8,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,343.14,1129.6,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,348.14,1126.5,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,353.14,1123.3,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
XVbiw,358.14,1120.2,Mac Dowell et al. (2014),Density,Liquid,ABBbYw,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-hexyl-3-methylimidazolium methyl sulfate,,,,,,
