setid,Mole fraction of propan-2-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eqtcl,0,288.15,101,1287.57,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0,298.15,101,1280.81,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0,308.15,101,1273.97,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.049,288.15,101,1277.61,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.049,298.15,101,1270.72,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.049,308.15,101,1263.87,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.101,288.15,101,1266.36,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.101,298.15,101,1259.44,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.101,308.15,101,1252.56,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.205,288.15,101,1240.88,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.205,298.15,101,1233.92,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.205,308.15,101,1227.01,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.307,288.15,101,1212.09,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.307,298.15,101,1205.09,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.307,308.15,101,1198.13,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.388,288.15,101,1185.23,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.388,298.15,101,1178.18,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
eqtcl,0.388,308.15,101,1171.15,Requejo et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
