setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vFvEh,298.15,0.0399,101.3,974.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.0501,101.3,976.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.0771,101.3,979.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.12,101.3,985.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.2002,101.3,996.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.2496,101.3,1002.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.2992,101.3,1008.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.35,101.3,1014.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.396,101.3,1020.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.4525,101.3,1025.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,298.15,0.5007,101.3,1030.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0,101.3,963.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.02,101.3,966.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.03,101.3,967.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.0399,101.3,969.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.0501,101.3,970.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.0771,101.3,974.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.12,101.3,980.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.2002,101.3,990.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.2496,101.3,996.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.2992,101.3,1002.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.35,101.3,1008.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.396,101.3,1014.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.4525,101.3,1019.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,303.15,0.5007,101.3,1025.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0,101.3,957.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.02,101.3,960.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.03,101.3,962.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.0399,101.3,963.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.0501,101.3,965,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.0771,101.3,968.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.12,101.3,974.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.2002,101.3,985,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.2496,101.3,991,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.2992,101.3,997.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.35,101.3,1003.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.396,101.3,1009.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.4525,101.3,1014.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,308.15,0.5007,101.3,1019.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0,101.3,952.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.02,101.3,955.1,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.03,101.3,956.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.0399,101.3,957.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.0501,101.3,959.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.0771,101.3,963,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.12,101.3,969,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.2002,101.3,979.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.2496,101.3,985.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.2992,101.3,991.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.35,101.3,997.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.396,101.3,1003.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.4525,101.3,1008.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,313.15,0.5007,101.3,1014.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0,101.3,946.5,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.02,101.3,949.4,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.03,101.3,950.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.0399,101.3,952.2,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.0501,101.3,953.6,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.0771,101.3,957.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.12,101.3,963.3,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.2002,101.3,973.7,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.2496,101.3,979.8,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
vFvEh,318.15,0.2992,101.3,985.9,Wang et al. (2022b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
