setid,"Temperature, K","Mole fraction of 1,3-difluorobenzene","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TpmNS,283.3,0.757,0.000134,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAVwxI,Fc1cccc(F)c1,"1,3-difluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
TpmNS,294.4,0.755,0.0001363,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAVwxI,Fc1cccc(F)c1,"1,3-difluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
TpmNS,316.1,0.753,0.0001404,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAVwxI,Fc1cccc(F)c1,"1,3-difluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
TpmNS,333.3,0.748,0.0001429,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAVwxI,Fc1cccc(F)c1,"1,3-difluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
TpmNS,353.1,0.742,0.000146,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAVwxI,Fc1cccc(F)c1,"1,3-difluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
TpmNS,373,0.736,0.0001492,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAVwxI,Fc1cccc(F)c1,"1,3-difluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
