setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
suExv,0,101.3,298.15,824.2,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.0565,101.3,298.15,855.17,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.1099,101.3,298.15,882.8,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.1892,101.3,298.15,922.38,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.2912,101.3,298.15,970.63,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.4097,101.3,298.15,1023.17,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.5018,101.3,298.15,1061.51,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.6362,101.3,298.15,1113.9,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.7184,101.3,298.15,1144.09,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.8237,101.3,298.15,1180.9,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,0.9518,101.3,298.15,1206,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
suExv,1,101.3,298.15,1238,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,CCCCCCCCCO,nonan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
