setid,"Temperature, K",Mole fraction of methanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nXtxU,298.15,0.8991,101.3,1068.5,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.9495,101.3,966,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.9802,101.3,871,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,1,101.3,786.64,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0,101.3,1358.19,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.0538,101.3,1353.91,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.1081,101.3,1349.31,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.1812,101.3,1342.34,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.2739,101.3,1331.92,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.3962,101.3,1314.25,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.4824,101.3,1297.88,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.5846,101.3,1271.9,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.6882,101.3,1233.5,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.7994,101.3,1166.7,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.8991,101.3,1053.8,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.9495,101.3,951.3,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,0.9802,101.3,857,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,313.15,1,101.3,772.39,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
