setid,"Temperature, K",Mole fraction of methanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nXtxU,298.15,0,101.3,1371.94,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.0538,101.3,1367.72,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.1081,101.3,1363.15,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.1812,101.3,1356.24,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.2739,101.3,1345.89,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.3962,101.3,1328.34,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.4824,101.3,1312.07,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.5846,101.3,1286.2,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.6882,101.3,1248,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
nXtxU,298.15,0.7994,101.3,1181.3,Gonzalez et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
