setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EzjYv,0.0968,101,298.15,1113.28,Rodrigues and Francesconi (2011),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EzjYv,0.1845,101,298.15,1116.14,Rodrigues and Francesconi (2011),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EzjYv,0.2766,101,298.15,1119.02,Rodrigues and Francesconi (2011),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EzjYv,0.3683,101,298.15,1121.8,Rodrigues and Francesconi (2011),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EzjYv,0.4336,101,298.15,1123.7,Rodrigues and Francesconi (2011),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
