setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MbgIt,298.2,1138,0.000223,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,1163,0.000225,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,2084,0.000189,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,2224,0.000185,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,3169,0.000161,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,3359,0.000159,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,4667,0.000134,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,4694,0.000129,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,298.2,6035,0.000113,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,313.3,1389,0.000226,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
MbgIt,313.3,1640,0.000232,Aki et al. (2004),Density,Liquid,Gas,,25,AAIYzl,O=C=O,carbon dioxide,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
