setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cJCOV,293.15,0.0819,100,856.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.1609,100,882.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.2386,100,908.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.3483,100,942.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.4392,100,970.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.5588,100,1005.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.6508,100,1031.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.7394,100,1055.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.8497,100,1083.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,0.9456,100,1107.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,293.15,1,100,1120.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.0819,100,852.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.1609,100,879.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.2386,100,904.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.3483,100,939.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.4392,100,967,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.5588,100,1001.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.6508,100,1027.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
cJCOV,298.15,0.7394,100,1052,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
