setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MWuoa,0,298.15,101,1063.3,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.0524,298.15,101,1101.7,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.1026,298.15,101,1131.2,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.1915,298.15,101,1170.4,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.2935,298.15,101,1202.1,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.4,298.15,101,1226.1,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.5043,298.15,101,1244.2,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.5985,298.15,101,1257.3,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.6999,298.15,101,1269,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.8033,298.15,101,1278.8,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.9001,298.15,101,1286.6,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,0.95,298.15,101,1290.2,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
MWuoa,1,298.15,101,1293.7,Pereiro et al. (2006b),Density,Liquid,AARQqy,COC(=O)OC,dimethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
