setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EbNLj,288.15,0,81.5,818.101,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.1011,81.5,856.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.2003,81.5,890.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.2992,81.5,921.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.3988,81.5,949.6,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.4964,81.5,974.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.6029,81.5,1000.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.6993,81.5,1021.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.7996,81.5,1041.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,0.8987,81.5,1059.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,288.15,1,81.5,1076.38,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0,81.5,810.271,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.1011,81.5,848.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.2003,81.5,883.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.2992,81.5,914.6,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.3988,81.5,943.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.4964,81.5,968.8,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.6029,81.5,994.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.6993,81.5,1015.1,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.7996,81.5,1035,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,0.8987,81.5,1053,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,298.15,1,81.5,1069.78,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0,81.5,802.208,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.1011,81.5,841.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.2003,81.5,875.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.2992,81.5,907.4,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.3988,81.5,936.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.4964,81.5,962.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.6029,81.5,987.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.6993,81.5,1009.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.7996,81.5,1029.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,0.8987,81.5,1047.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,308.15,1,81.5,1063.88,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0,81.5,793.898,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.1011,81.5,834,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.2003,81.5,869.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.2992,81.5,901.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.3988,81.5,930.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.4964,81.5,956.1,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.6029,81.5,981.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.6993,81.5,1003.1,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.7996,81.5,1023,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
EbNLj,318.15,0.8987,81.5,1041.1,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,
