setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rBYim,293.15,0,101,805.6,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.0475,101,869.8,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.0972,101,923.7,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.1918,101,1002,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.2947,101,1063.1,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.3949,101,1107.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.4983,101,1143.6,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.5752,101,1164.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.6815,101,1189.5,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.7683,101,1205.8,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.8315,101,1216.4,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,0.9315,101,1230.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,293.15,1,101,1239.6,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0,101,799.7,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.0475,101,864.3,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.0972,101,918.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.1918,101,997.6,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.2947,101,1058.8,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.3949,101,1103.7,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.4983,101,1139.4,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.5752,101,1160.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.6815,101,1185.5,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.7683,101,1202,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.8315,101,1212.8,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,0.9315,101,1227.5,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,298.15,1,101,1235.7,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0,101,794.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
