setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rBYim,303.15,0.0475,101,859.6,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.0972,101,914.1,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.1918,101,993.2,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.2947,101,1054.6,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.3949,101,1099.5,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.4983,101,1135.3,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.5752,101,1156.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.6815,101,1181.5,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.7683,101,1198.3,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.8315,101,1209.1,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,0.9315,101,1223.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
rBYim,303.15,1,101,1231.9,Pereiro and Rodriguez (2008c),Density,Liquid,AANtck,CCC(C)=O,butanone,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
