setid,"Temperature, K",Mole fraction of 1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
joGLG,293.15,0.2,101,1225.97,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,0.2997,101,1260.14,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,0.3997,101,1285.7,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,0.4998,101,1304.32,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,0.5999,101,1318.41,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,0.7001,101,1330.56,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,0.8109,101,1341.74,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,0.8998,101,1349.5,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,293.15,1,101,1358.01,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0,101,1095.74,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.1003,101,1171.03,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.2,101,1221.42,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.2997,101,1255.95,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.3997,101,1281.44,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.4998,101,1300.1,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.5999,101,1314.26,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.7001,101,1326.54,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.8109,101,1337.77,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,0.8998,101,1345.56,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,298.15,1,101,1353.93,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0,101,1090.93,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.1003,101,1166.66,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.2,101,1217.09,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.2997,101,1251.68,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.3997,101,1277.34,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.4998,101,1296,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.5999,101,1310.19,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.7001,101,1322.52,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.8109,101,1333.81,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,0.8998,101,1341.6,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,303.15,1,101,1349.74,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0,101,1085.79,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.1003,101,1162.13,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.2,101,1212.56,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.2997,101,1247.23,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.3997,101,1272.78,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.4998,101,1291.73,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.5999,101,1306.28,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.7001,101,1318.75,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.8109,101,1330.04,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,0.8998,101,1337.8,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,308.15,1,101,1345.68,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0,101,1080.69,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.1003,101,1157.66,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.2,101,1208.03,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.2997,101,1243.03,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.3997,101,1268.5,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.4998,101,1287.62,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.5999,101,1302.24,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.7001,101,1314.76,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.8109,101,1326.13,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,0.8998,101,1333.99,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,313.15,1,101,1341.61,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0,101,1075.52,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.1003,101,1153.23,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.2,101,1203.69,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.2997,101,1238.49,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.3997,101,1264.11,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.4998,101,1283.36,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.5999,101,1298.34,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.7001,101,1310.99,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.8109,101,1322.38,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,0.8998,101,1330.07,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,318.15,1,101,1337.63,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0,101,1070.66,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.1003,101,1148.46,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.2,101,1199.11,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.2997,101,1234.18,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.3997,101,1259.69,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.4998,101,1279.02,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.5999,101,1294.39,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.7001,101,1307.14,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.8109,101,1318.64,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,0.8998,101,1326.21,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,323.15,1,101,1333.34,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0,101,1065.73,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0.1003,101,1144.33,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0.2,101,1194.83,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0.2997,101,1229.77,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0.3997,101,1255.45,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0.4998,101,1275,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0.5999,101,1290.36,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
joGLG,328.15,0.7001,101,1303.24,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
