setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OXIpX,0.0512,298.15,101,1148.2,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.0991,298.15,101,1158.6,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.1392,298.15,101,1165.2,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.2026,298.15,101,1173.1,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.2986,298.15,101,1181.4,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.3565,298.15,101,1185.1,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.3972,298.15,101,1187.3,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.4553,298.15,101,1189.9,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.5231,298.15,101,1192.3,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.5949,298.15,101,1194.5,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.6863,298.15,101,1196.7,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.8073,298.15,101,1198.9,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
OXIpX,0.8634,298.15,101,1199.69,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
