setid,"Temperature, K",Weight fraction of 1-hexyl-3-methylimidazolium chloride,Weight fraction of cesium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oasZs,288.15,0.0413,0.5909,101,1798.4,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,288.15,0.096,0.5247,101,1686.4,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,288.15,0.1657,0.4429,101,1563.7,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,288.15,0.2604,0.3522,101,1432.5,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,288.15,0.3787,0.2595,101,1311.4,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,288.15,0.5249,0.1534,101,1198.8,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,288.15,0.6742,0.0494,101,1092.9,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,288.15,0.8,0.0102,101,1052.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0108,0,101,997.6,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0108,0.03,101,1021.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0108,0.06,101,1045.5,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0215,0,101,998.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0215,0.03,101,1021.6,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0216,0.06,101,1045.9,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0323,0,101,998.7,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0323,0.03,101,1022.2,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0323,0.06,101,1046.7,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0406,0.5977,101,1819.9,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.043,0.03,101,1022.7,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0431,0.03,101,1022.8,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0432,0,101,999.2,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0432,0.06,101,1047.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0533,0,101,999.8,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0539,0.06,101,1047.7,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.054,0.03,101,1023.3,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0647,0,101,1000.2,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0647,0.03,101,1023.9,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0647,0.06,101,1048.4,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0755,0.03,101,1024.6,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0755,0.06,101,1049.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0756,0,101,1001,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0859,0,101,1001.6,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0863,0.06,101,1049.79,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0864,0.03,101,1025.2,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0917,0.5405,101,1719.3,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0969,0,101,1002.2,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.097,0.03,101,1025.9,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.0971,0.06,101,1050.31,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.1078,0,101,1002.9,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.1078,0.06,101,1051.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.1632,0.4562,101,1589.2,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.255,0.3633,101,1457.3,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.3629,0.2745,101,1345,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.5032,0.1625,101,1207.2,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.6593,0.0594,101,1097.7,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,298.15,0.7968,0.0133,101,1048.4,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.0382,0.6089,101,1836.6,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.0898,0.5424,101,1728.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.1591,0.4741,101,1612.7,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.2475,0.3858,101,1489,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.3569,0.2957,101,1360.1,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.4964,0.1813,101,1215.6,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.6542,0.0768,101,1103.4,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
oasZs,308.15,0.7901,0.0165,101,1044.5,Tang et al. (2014a),Density,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
