setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uQlnH,298.15,101,0.667,1134.7,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARRPK,NCC(O)CN,"1,3-diamino-2-propanol",,,
uQlnH,303.15,101,0.667,1131.6,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARRPK,NCC(O)CN,"1,3-diamino-2-propanol",,,
uQlnH,313.15,101,0.667,1125.3,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARRPK,NCC(O)CN,"1,3-diamino-2-propanol",,,
uQlnH,323.15,101,0.667,1119.1,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARRPK,NCC(O)CN,"1,3-diamino-2-propanol",,,
uQlnH,333.15,101,0.667,1112.9,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARRPK,NCC(O)CN,"1,3-diamino-2-propanol",,,
