setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vvpyP,0.004746,298.15,101,1007.69,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.01001,298.15,101,1018.31,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.02226,298.15,101,1040.22,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.03637,298.15,101,1061.36,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.05733,298.15,101,1087.31,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.08102,298.15,101,1110.93,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.115,298.15,101,1136.45,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.174,298.15,101,1168.6,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.2564,298.15,101,1198.61,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,0.419,298.15,101,1233.3,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vvpyP,1,298.15,101,1283.7,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
