setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of ethanol,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WShwU,0.0539,0.0421,15000,298.15,1065.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0539,0.0421,20000,298.15,1067.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0539,0.0421,25000,298.15,1070.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0539,0.0421,30000,298.15,1072.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0659,0.1942,100,298.15,1021.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0659,0.1942,5000,298.15,1023.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0659,0.1942,10000,298.15,1026.3,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0659,0.1942,15000,298.15,1028.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0659,0.1942,20000,298.15,1031,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0659,0.1942,25000,298.15,1033.3,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0659,0.1942,30000,298.15,1035.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0739,0.0239,100,298.15,1080.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0739,0.0239,5000,298.15,1083,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0739,0.0239,10000,298.15,1085.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0739,0.0239,15000,298.15,1087.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0739,0.0239,20000,298.15,1089.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0739,0.0239,25000,298.15,1091.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.0739,0.0239,30000,298.15,1093.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1141,0.0892,100,298.15,1085.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1141,0.0892,5000,298.15,1087.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1141,0.0892,10000,298.15,1090,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1141,0.0892,15000,298.15,1092.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1141,0.0892,20000,298.15,1094.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1141,0.0892,25000,298.15,1096.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1141,0.0892,30000,298.15,1099,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1312,0.3867,100,298.15,1020,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1312,0.3867,5000,298.15,1022.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1312,0.3867,10000,298.15,1025.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1312,0.3867,15000,298.15,1028.3,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1312,0.3867,20000,298.15,1030.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1312,0.3867,25000,298.15,1033.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1312,0.3867,30000,298.15,1036,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1504,0.0487,100,298.15,1113.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1504,0.0487,5000,298.15,1115.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1504,0.0487,10000,298.15,1118.3,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1504,0.0487,15000,298.15,1120.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1504,0.0487,20000,298.15,1122.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1504,0.0487,25000,298.15,1125,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.1504,0.0487,30000,298.15,1127.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2037,0.6004,100,298.15,1015,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2037,0.6004,5000,298.15,1018.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2037,0.6004,10000,298.15,1021.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2037,0.6004,15000,298.15,1024.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2037,0.6004,20000,298.15,1027.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2037,0.6004,25000,298.15,1029.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2037,0.6004,30000,298.15,1032.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2351,0.1837,100,298.15,1108.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2351,0.1837,5000,298.15,1110.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2351,0.1837,10000,298.15,1113.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2351,0.1837,15000,298.15,1115.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2351,0.1837,20000,298.15,1118,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2351,0.1837,25000,298.15,1120.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2351,0.1837,30000,298.15,1122.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2533,0.7467,100,298.15,1010.3,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2533,0.7467,5000,298.15,1013.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2533,0.7467,10000,298.15,1016.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2533,0.7467,15000,298.15,1020,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2533,0.7467,20000,298.15,1023,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2533,0.7467,25000,298.15,1026,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.2533,0.7467,30000,298.15,1028.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.3013,0.0975,100,298.15,1142.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.3013,0.0975,5000,298.15,1144.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.3013,0.0975,10000,298.15,1147,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.3013,0.0975,15000,298.15,1149.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.3013,0.0975,20000,298.15,1151.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.3013,0.0975,25000,298.15,1154,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.3013,0.0975,30000,298.15,1156.3,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4265,0.3332,100,298.15,1121.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4265,0.3332,5000,298.15,1123.8,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4265,0.3332,10000,298.15,1126.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4265,0.3332,15000,298.15,1128.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4265,0.3332,20000,298.15,1131.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4265,0.3332,25000,298.15,1134,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4265,0.3332,30000,298.15,1136.5,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4478,0.1449,100,298.15,1154.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4478,0.1449,5000,298.15,1157.2,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4478,0.1449,10000,298.15,1159.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4478,0.1449,15000,298.15,1162.3,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4478,0.1449,20000,298.15,1164.7,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4478,0.1449,25000,298.15,1167.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.4478,0.1449,30000,298.15,1169.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5617,0.4383,100,298.15,1123.9,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5617,0.4383,5000,298.15,1126.6,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5617,0.4383,10000,298.15,1129.4,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
WShwU,0.5617,0.4383,15000,298.15,1132.1,Rilo et al. (2010a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
