setid,"Temperature, K",Mole fraction of 1-butyl-3-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OihfU,298.15,0.0182,101,1027.1,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.0376,101,1050.3,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.0567,101,1067.1,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.0995,101,1093.7,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.1608,101,1116.8,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.2208,101,1131.4,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.2975,101,1143.6,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.3909,101,1154,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.4861,101,1161.5,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
OihfU,298.15,0.5827,101,1167.2,Ortega et al. (2007),Density,Liquid,AADYJk,O,water,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
