setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oMEQi,293.15,0.9399,100,1147.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,293.15,1,100,1158.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0,100,802.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.0813,100,856.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.1595,100,901.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.2402,100,941.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.35,100,987.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.4403,100,1020.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.5597,100,1057.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.6503,100,1082.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.7398,100,1103.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.8502,100,1127.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,0.9399,100,1144.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,298.15,1,100,1155.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0,100,798.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.0813,100,852.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.1595,100,897.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.2402,100,937.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.35,100,984.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.4403,100,1016.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.5597,100,1054.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.6503,100,1078.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.7398,100,1100.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.8502,100,1124.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,0.9399,100,1141.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,303.15,1,100,1152.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0,100,794.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.0813,100,848.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.1595,100,893.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.2402,100,933.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.35,100,980.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.4403,100,1013.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.5597,100,1050.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.6503,100,1075.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.7398,100,1097.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.8502,100,1121.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,0.9399,100,1138.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,308.15,1,100,1149.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0,100,789.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.0813,100,844.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.1595,100,889.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.2402,100,929.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.35,100,976.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.4403,100,1009.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.5597,100,1047.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.6503,100,1072.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.7398,100,1094.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.8502,100,1118.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,0.9399,100,1136.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,313.15,1,100,1146.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0,100,785.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.0813,100,840.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.1595,100,885.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.2402,100,925.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.35,100,973.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.4403,100,1006.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.5597,100,1044.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.6503,100,1069.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.7398,100,1091.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.8502,100,1116.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,0.9399,100,1133.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,318.15,1,100,1143.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0,100,780.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.0813,100,836,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.1595,100,881.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.2402,100,921.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.35,100,969.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.4403,100,1003.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.5597,100,1041.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.6503,100,1066.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.7398,100,1088.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.8502,100,1113.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,0.9399,100,1130.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
oMEQi,323.15,1,100,1141.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
