setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium dimethyl phosphate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RvYFz,308.15,0.252,101.325,1227.9,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,308.15,0.428,101.325,1236.2,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,308.15,0.617,101.325,1241.8,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,308.15,0.795,101.325,1247.2,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,308.15,1,101.325,1253,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,313.15,0.252,101.325,1224,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,313.15,0.428,101.325,1233.6,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,313.15,0.617,101.325,1239.3,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,313.15,0.795,101.325,1243.9,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,313.15,1,101.325,1249.1,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,318.15,0.252,101.325,1220.8,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,318.15,0.428,101.325,1230.5,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,318.15,0.617,101.325,1236.1,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,318.15,0.795,101.325,1241.1,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,318.15,1,101.325,1245.2,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,323.15,0.252,101.325,1216.8,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,323.15,0.428,101.325,1226.2,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,323.15,0.617,101.325,1232.9,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,323.15,0.795,101.325,1236.8,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,323.15,1,101.325,1241.5,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
