setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium dimethyl phosphate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RvYFz,298.15,0.252,101.325,1233.4,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,298.15,0.428,101.325,1241.5,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,298.15,0.617,101.325,1248.5,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,298.15,0.795,101.325,1253.6,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,298.15,1,101.325,1258.7,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,303.15,0.252,101.325,1231,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,303.15,0.428,101.325,1239.4,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,303.15,0.617,101.325,1245.8,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,303.15,0.795,101.325,1250.5,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
RvYFz,303.15,1,101.325,1255.9,He et al. (2010),Density,Liquid,AADYJk,O,water,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,
