setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
siOtu,288.15,0.0096,84.5,999.2,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.0296,84.5,999.4,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.0585,84.5,999.7,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.0734,84.5,999.9,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.0999,84.5,1000.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.1212,84.5,1000.4,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.1542,84.5,1000.7,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.2244,84.5,1001.5,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.2863,84.5,1002.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.469,84.5,1004.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,288.15,0.8901,84.5,1008.4,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,298.15,0.0096,84.5,997.1,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,298.15,0.0296,84.5,997.3,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
siOtu,298.15,0.0585,84.5,997.6,Noshadi and Sadeghi (2017a),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AADYJk,O,water,,,
