setid,"Temperature, K",Mole fraction of 1-ethylpyridinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
prREC,298.15,0,101,997.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.027,101,1069.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.049,101,1113.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.063,101,1139.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.086,101,1174.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.101,101,1194.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.147,101,1243.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.184,101,1274.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.213,101,1294.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.25,101,1315.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.299,101,1337,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.341,101,1352.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.401,101,1370.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,298.15,0.451,101,1381.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0,101,995.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.027,101,1067.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.049,101,1111.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.063,101,1137,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.086,101,1171.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.101,101,1191.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.147,101,1240.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.184,101,1271.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.213,101,1291.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.25,101,1311.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.299,101,1333.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.341,101,1348.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.401,101,1367.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,303.15,0.451,101,1378,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0,101,994,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.027,101,1065.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.049,101,1109,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.063,101,1134.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.086,101,1168.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.101,101,1188.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.147,101,1237.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.184,101,1268,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.213,101,1287.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.25,101,1308.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.299,101,1330.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.341,101,1345.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.401,101,1364,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,308.15,0.451,101,1374.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0,101,992.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.027,101,1062.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.049,101,1106.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.063,101,1131.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.086,101,1165.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.101,101,1185.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.147,101,1234.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.184,101,1264.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.213,101,1284.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.25,101,1305,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.299,101,1326.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.341,101,1341.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.401,101,1360.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,313.15,0.451,101,1371.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0,101,990.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.027,101,1061,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.049,101,1103.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.063,101,1128.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.086,101,1162.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.101,101,1182.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.147,101,1230.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.184,101,1261.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.213,101,1280.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.25,101,1301.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.299,101,1323.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.341,101,1338.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.401,101,1357.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,318.15,0.451,101,1367.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0,101,987.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.027,101,1058.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.049,101,1100.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.063,101,1125.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.086,101,1159.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.101,101,1179,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.147,101,1227.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.184,101,1257.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.213,101,1277.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.25,101,1298.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.299,101,1319.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.341,101,1335,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.401,101,1353.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,323.15,0.451,101,1364.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0,101,985.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.027,101,1056.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.049,101,1097.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.063,101,1122.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.086,101,1156.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.101,101,1175.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.147,101,1224.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.184,101,1254.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.213,101,1274,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.25,101,1294.7,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.299,101,1316.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.341,101,1331.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.401,101,1350.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,328.15,0.451,101,1360.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0,101,983.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.027,101,1054.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.049,101,1095.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.063,101,1119.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.086,101,1153.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.101,101,1172.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.147,101,1221,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.184,101,1251,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.213,101,1270.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.25,101,1291.2,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.299,101,1312.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.341,101,1328.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.401,101,1346.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,333.15,0.451,101,1357.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0,101,980.3,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.027,101,1052.4,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.049,101,1092.6,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.063,101,1116.8,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.086,101,1150.9,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.101,101,1169.1,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.147,101,1217.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
prREC,338.15,0.184,101,1247.5,Krolikowska et al. (2019a),Density,Liquid,AAkIgT,CC[n+]1ccccc1.[Br-],1-ethylpyridinium bromide,AADYJk,O,water,,,
