setid,"Temperature, K",Mole fraction of 1-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CKufm,298.15,0.2007,101,1095.11,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,298.15,0.2985,101,1095.2,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,298.15,0.3986,101,1091.68,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,298.15,0.496,101,1087.6,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,298.15,0.6467,101,1082.93,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,298.15,0.7954,101,1079.01,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,298.15,0.8987,101,1077.03,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.0496,101,1045.35,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.0999,101,1073.32,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.2007,101,1090.72,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.2985,101,1090.61,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.3986,101,1087.07,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.496,101,1083,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.6467,101,1078.39,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.7954,101,1074.5,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,303.15,0.8987,101,1072.55,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.0496,101,1042.68,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.0999,101,1069.76,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.2007,101,1086.27,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.2985,101,1085.97,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.3986,101,1082.42,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.496,101,1078.38,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.6467,101,1073.83,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.7954,101,1069.99,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,308.15,0.8987,101,1068.08,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.0496,101,1039.87,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.0999,101,1066.09,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.2007,101,1081.75,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.2985,101,1081.29,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.3986,101,1077.74,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.496,101,1073.73,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.6467,101,1069.26,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.7954,101,1065.48,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
CKufm,313.15,0.8987,101,1063.6,Qian et al. (2012),Density,Liquid,AADYJk,O,water,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
