setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bfCIQ,100,298.15,1035.3,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,100,308.15,1028.6,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,100,318.15,1021.9,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,100,328.15,1015.2,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,100,338.15,1008.6,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,100,348.15,1002,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,100,358.15,995.4,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,5000,298.15,1037.5,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,5000,308.15,1030.9,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,5000,318.15,1024.3,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,5000,328.15,1017.7,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,5000,338.15,1011.2,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,5000,348.15,1004.7,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,5000,358.15,998.2,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,10000,298.15,1039.7,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,10000,308.15,1033.1,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,10000,318.15,1026.7,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,10000,328.15,1020.2,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,10000,338.15,1013.8,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,10000,348.15,1007.4,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
bfCIQ,10000,358.15,1001,Talavera-Prieto et al. (2014),Density,Liquid,AAfUVe,CCCC(=O)[O-].C[NH2+]CCO,N-methyl-2-hydroxyethylammonium butanoate,,,,,,
