setid,"Temperature, K","MolaLity of tetrabutylphosphonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FBtXw,293.15,0.02424,101,792.056,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.02891,101,792.447,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.03385,101,792.86,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.04786,101,794.037,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.0619,101,795.195,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.07794,101,796.525,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.09642,101,798.046,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.123,101,800.247,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.1559,101,802.938,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.1912,101,805.858,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.2209,101,808.333,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.2576,101,811.345,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.2914,101,814.151,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0,101,784.234,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.009972,101,785.133,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.01477,101,785.552,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.01959,101,785.967,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.02424,101,786.362,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.02891,101,786.758,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.03385,101,787.178,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.04786,101,788.362,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.0619,101,789.537,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.07794,101,790.878,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.09642,101,792.414,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.123,101,794.64,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.1559,101,797.356,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.1912,101,800.306,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.2209,101,802.798,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.2576,101,805.845,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,298.15,0.2914,101,808.679,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0,101,778.47,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.009972,101,779.385,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.01477,101,779.806,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.01959,101,780.225,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.02424,101,780.624,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.02891,101,781.026,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.03385,101,781.451,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.04786,101,782.648,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.0619,101,783.836,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.07794,101,785.191,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.09642,101,786.74,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.123,101,788.995,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.1559,101,791.736,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.1912,101,794.713,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.2209,101,797.229,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.2576,101,800.309,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,303.15,0.2914,101,803.169,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0,101,772.661,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.009972,101,773.586,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.01477,101,774.015,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.01959,101,774.439,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.02424,101,774.841,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.02891,101,775.247,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.03385,101,775.678,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.04786,101,776.885,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.0619,101,778.088,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.07794,101,779.457,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.09642,101,781.022,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.123,101,783.255,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.1559,101,786.072,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.1912,101,789.077,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.2209,101,791.622,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.2576,101,794.734,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,308.15,0.2914,101,797.619,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0,101,766.799,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.009972,101,767.735,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.01477,101,768.169,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.01959,101,768.597,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.02424,101,769.006,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.02891,101,769.416,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.03385,101,769.85,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.04786,101,771.075,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.0619,101,772.29,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.07794,101,773.675,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.09642,101,775.257,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.123,101,777.557,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.1559,101,780.36,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.1912,101,783.39,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.2209,101,785.97,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.2576,101,789.113,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,313.15,0.2914,101,792.03,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
