setid,"Temperature, K","MolaLity of tetrabutylphosphonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FBtXw,288.15,0,101,795.633,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.009972,101,796.516,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.01477,101,796.926,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.01959,101,797.328,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.02424,101,797.711,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.02891,101,798.099,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.03385,101,798.51,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.04786,101,799.673,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.0619,101,800.822,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.07794,101,802.136,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.09642,101,803.646,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.123,101,805.822,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.1559,101,808.487,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.1912,101,811.381,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.2209,101,813.828,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.2576,101,816.813,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,288.15,0.2914,101,819.596,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0,101,789.952,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.009972,101,790.843,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.01477,101,791.257,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
FBtXw,293.15,0.01959,101,791.666,Krakowiak and Grzybkowski (2010),Density,Liquid,AALIPU,CC(C)=O,acetone,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
