setid,Mole ratio to solvent: tetrabutylammonium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HRDIb,9,313.15,100,948.2,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,9,323.15,100,942.5,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,9,333.15,100,936.8,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,9,343.15,100,931.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,9,353.15,100,925.6,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,10,313.15,100,946.8,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,10,323.15,100,941.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,10,333.15,100,935.4,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,10,343.15,100,929.7,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,10,353.15,100,924.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,11,313.15,100,947.3,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,11,323.15,100,941.5,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,11,333.15,100,935.9,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,11,343.15,100,930.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HRDIb,11,353.15,100,924.5,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
