setid,"Temperature, K",Mole fraction of 1-butyl-3-ethylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rqtKg,298.15,0.0749,100,925.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.1043,100,964.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.1485,100,1010.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.199,100,1053,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.243,100,1082.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.302,100,1114.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.3975,100,1152.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.4887,100,1180.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.6025,100,1205.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.7015,100,1223.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.7965,100,1237,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,298.15,0.888,100,1248.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.0251,100,837.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.0498,100,882.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.0749,100,921.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.1043,100,960.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.1485,100,1006.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.199,100,1049.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.243,100,1079.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.302,100,1110.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.3975,100,1149.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.4887,100,1176.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.6025,100,1202.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.7015,100,1219.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.7965,100,1233.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,303.15,0.888,100,1244.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.0251,100,833.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.0498,100,878,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.0749,100,917.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.1043,100,956,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.1485,100,1003,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.199,100,1045.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.243,100,1075.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.302,100,1107,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.3975,100,1145.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.4887,100,1173,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.6025,100,1198.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.7015,100,1216.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.7965,100,1230.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,308.15,0.888,100,1241.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.0251,100,829,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.0498,100,874,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.0749,100,913.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.1043,100,952.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.1485,100,999.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.199,100,1041.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.243,100,1072,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.302,100,1103.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.3975,100,1142.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.4887,100,1169.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.6025,100,1195.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.7015,100,1213.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.7965,100,1227.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
rqtKg,313.15,0.888,100,1237.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAGIBL,CO,methanol,,,
