setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dTAIK,293.15,0,100,1058,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.0499,100,1089,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.0908,100,1115,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.2027,100,1165,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.2939,100,1191,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.4019,100,1212,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.5002,100,1230,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.61,100,1244,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.6937,100,1256,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.815,100,1267,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.9047,100,1275,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,0.9528,100,1280,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,293.15,1,100,1283,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
dTAIK,303.15,0,100,1047,Masilo and Bahadur (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,
