setid,"Temperature, K",Mole fraction of toluene,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GWQdK,293.15,0,100,1339.51,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.0942,100,1325.69,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.1943,100,1309,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.29,100,1290.13,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.3938,100,1265.71,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.493,100,1237.07,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.5961,100,1199.6,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.6986,100,1150.89,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,0.7993,100,1085.91,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,293.15,1,100,866.85,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0,100,1335.24,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.0942,100,1321.4,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.1943,100,1304.72,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.29,100,1285.81,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.3938,100,1261.41,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.493,100,1232.75,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.5961,100,1195.17,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.6986,100,1146.39,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,298.15,0.7993,100,1081.33,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
