setid,"Temperature, K",Mole fraction of toluene,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GWQdK,298.15,1,100,862.19,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0,100,1331,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.0942,100,1317.15,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.1943,100,1300.44,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.29,100,1281.49,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.3938,100,1257.08,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.493,100,1228.38,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.5961,100,1190.74,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.6986,100,1141.9,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,0.7993,100,1076.76,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,303.15,1,100,857.53,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0,100,1326.78,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.0942,100,1312.9,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.1943,100,1296.16,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.29,100,1277.2,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.3938,100,1252.75,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.493,100,1224.02,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.5961,100,1186.32,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.6986,100,1137.42,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,0.7993,100,1072.19,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,308.15,1,100,852.84,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0,100,1322.56,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.0942,100,1308.66,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.1943,100,1291.91,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.29,100,1272.91,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.3938,100,1248.44,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.493,100,1219.66,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.5961,100,1181.91,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.6986,100,1132.94,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,0.7993,100,1067.63,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
GWQdK,313.15,1,100,848.15,Warmiska and Cichowska-Kopczyska (2020),Density,Liquid,AARlpN,Cc1ccccc1,toluene,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,
