setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hfJnZ,298.15,0,101,960,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.0106,101,965.7,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.0477,101,983.1,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.1083,101,1004.9,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.1495,101,1016.3,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.2062,101,1029.2,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.2827,101,1043,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.3204,101,1048.7,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.542,101,1073.5,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.7354,101,1087.1,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.9632,101,1098.9,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,0.9929,101,1098.2,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,298.15,1,101,1101.1,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0,101,950.8,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.0106,101,956.6,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.0477,101,974.2,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.1083,101,996.4,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.1495,101,1008,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.2062,101,1021.1,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.2827,101,1035.1,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.3204,101,1041,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.542,101,1066.2,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.7354,101,1079.8,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.9632,101,1092,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,0.9929,101,1091.4,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,308.15,1,101,1094.1,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,318.15,0,101,941.5,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,318.15,0.0106,101,947.3,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,318.15,0.0477,101,965.6,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,318.15,0.1083,101,987.8,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,318.15,0.1495,101,999.6,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
hfJnZ,318.15,0.2062,101,1013,Singh and Kumar (2008),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
