setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DILNX,288.15,0,100,1036.97,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.0917,100,1042.15,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.1861,100,1044.52,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.282,100,1045.83,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.3673,100,1046.52,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.4729,100,1046.86,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.5777,100,1046.85,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.6819,100,1046.45,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.7789,100,1045.88,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,0.89,100,1045.2,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,288.15,1,100,1044.51,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0,100,1032.52,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.0917,100,1038,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.1861,100,1040.6,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.282,100,1042.09,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.3673,100,1042.89,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.4729,100,1043.36,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.5777,100,1043.51,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.6819,100,1043.26,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
DILNX,293.15,0.7789,100,1042.77,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
