setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fffzQ,283.15,0,101,811.46,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.0562,101,872.59,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.1123,101,925.67,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.2201,101,1010.48,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.3272,101,1075.39,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.4282,101,1124.33,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.5272,101,1165.12,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.6285,101,1198.87,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.7255,101,1227.56,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.8203,101,1251.64,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.9091,101,1272.45,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,0.954,101,1281.97,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,283.15,1,101,1290.79,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0,101,803.52,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.0562,101,864.78,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.1123,101,917.93,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.2201,101,1002.91,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.3272,101,1067.98,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.4282,101,1117.08,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.5272,101,1157.94,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.6285,101,1191.72,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.7255,101,1220.46,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.8203,101,1244.59,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
fffzQ,293.15,0.9091,101,1265.4,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcLI,CCCO,propan-1-ol,,,
