setid,Weight fraction of ethyl acetate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
unuzZ,0.555,101,313,906.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.556,101,313,905.2,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.599,101,313,895.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.604,101,313,894.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.67,101,313,874.3,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.675,101,313,874.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.688,101,313,871.3,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.752,101,313,862.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.773,101,313,860.8,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.816,101,313,859.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.848,101,313,860.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.877,101,313,863.2,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.915,101,313,866.6,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.927,101,313,867.8,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
unuzZ,0.998,101,313,877,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
