setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FegJj,100,293.15,1212.2,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,298.15,1209.4,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,303.15,1206.7,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,308.15,1200.5,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,313.15,1199.8,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,318.15,1196.1,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,323.15,1192.2,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,328.15,1188.2,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,333.15,1184.5,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,338.15,1180.8,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
FegJj,100,343.15,1177,Vranes et al. (2022),Density,Liquid,AAxrZS,C=Cn1cc[n+](CCCCCC)c1.[Br-],3-hexyl-1-vinyl-1H-imidazol-3-ium bromide,,,,,,
