setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fdoeT,0,298.15,101,926.9,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.0411,298.15,101,976.4,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.0967,298.15,101,1029.7,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.2066,298.15,101,1105.1,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.288,298.15,101,1144.6,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.4075,298.15,101,1188.1,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.5423,298.15,101,1223.6,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.6247,298.15,101,1240.9,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.702,298.15,101,1254.8,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.8043,298.15,101,1270.3,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.9002,298.15,101,1282.6,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,0.9499,298.15,101,1288.3,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
fdoeT,1,298.15,101,1293.7,Pereiro et al. (2006b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
