setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yYFzf,293.15,0.1001,100,1032.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.1999,100,1165.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.2947,100,1247.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.3939,100,1307.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.4989,100,1353.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.6,100,1385.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.7012,100,1409.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.8002,100,1428,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,293.15,0.9005,100,1444.5,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0,100,785.42,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.1001,100,1028.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.1999,100,1160.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.2947,100,1243.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.3939,100,1302.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.4989,100,1348.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.6,100,1380.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.7012,100,1404.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.8002,100,1423.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,298.15,0.9005,100,1439.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0,100,781.11,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.1001,100,1023.5,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.1999,100,1155.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.2947,100,1238.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.3939,100,1297.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.4989,100,1343.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.6,100,1375.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.7012,100,1399.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.8002,100,1418.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,303.15,0.9005,100,1435,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0,100,776.75,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.1001,100,1018.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.1999,100,1150.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.2947,100,1233.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.3939,100,1292.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.4989,100,1339.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.6,100,1370.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.7012,100,1395.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.8002,100,1413.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,308.15,0.9005,100,1430.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0,100,772.36,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.1001,100,1014.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.1999,100,1146.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.2947,100,1228.5,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.3939,100,1287.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.4989,100,1334.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.6,100,1366.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.7012,100,1390.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.8002,100,1409,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,313.15,0.9005,100,1425.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0,100,767.92,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.1001,100,1009.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.1999,100,1141.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.2947,100,1223.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.3939,100,1282.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.4989,100,1329.5,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.6,100,1361.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.7012,100,1385.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.8002,100,1404.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
yYFzf,318.15,0.9005,100,1420.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAIsrh,CCO,ethanol,,,
