setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iodoH,0.0952,101,298.15,1003.73,Rodrigues and Francesconi (2011),Density,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
iodoH,0.1895,101,298.15,1008.42,Rodrigues and Francesconi (2011),Density,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
iodoH,0.279,101,298.15,1012.64,Rodrigues and Francesconi (2011),Density,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
iodoH,0.366,101,298.15,1016.62,Rodrigues and Francesconi (2011),Density,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
iodoH,0.4602,101,298.15,1020.8,Rodrigues and Francesconi (2011),Density,Liquid,AARRxF,CCC(O)CO,"1,2-butanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
