setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rqOaG,298.15,0.00148,100,1113.3,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,298.15,0.00277,100,1113.2,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,298.15,0.00434,100,1113,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,298.15,0.0055,100,1112.8,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,298.15,0.00719,100,1112.5,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,303.15,0.00148,100,1110,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,303.15,0.00277,100,1109.8,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,303.15,0.00434,100,1109.6,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,303.15,0.0055,100,1109.4,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,303.15,0.00719,100,1109.1,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,308.15,0.00148,100,1106.6,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,308.15,0.00277,100,1106.4,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,308.15,0.00434,100,1106.2,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,308.15,0.0055,100,1106,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,308.15,0.00719,100,1105.7,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,313.15,0.00148,100,1103.2,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,313.15,0.00277,100,1103,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,313.15,0.00434,100,1102.8,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,313.15,0.0055,100,1102.6,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
rqOaG,313.15,0.00719,100,1102.3,Pan et al. (2017a),Density,Liquid,AAqcec,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,AADYJk,O,water,,,
