setid,Solvent: Weight fraction of lithium nitrate,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GuUwm,0.05,298.15,0.0494,87,1030,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.0998,87,1033.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.1493,87,1036.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.2011,87,1039.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.2496,87,1042.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.2978,87,1045.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.3502,87,1048.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.3989,87,1051.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.4448,87,1054.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,298.15,0.4973,87,1057.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0,87,1024.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.0494,87,1028.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.0998,87,1031.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.1493,87,1034.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.2011,87,1038,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.2496,87,1040.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.2978,87,1043.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.3502,87,1046.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.3989,87,1049.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.4448,87,1052.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,303.15,0.4973,87,1055,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0,87,1022.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.0494,87,1026.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.0998,87,1029.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.1493,87,1032.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.2011,87,1035.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.2496,87,1038.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.2978,87,1041.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.3502,87,1044.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.3989,87,1047.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.4448,87,1049.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,308.15,0.4973,87,1052.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0,87,1020.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.0494,87,1024.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.0998,87,1027.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.1493,87,1030.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.2011,87,1033.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.2496,87,1036.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.2978,87,1039.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.3502,87,1042.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.3989,87,1044.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.4448,87,1047.4,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.05,313.15,0.4973,87,1050.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0,87,1058.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.052,87,1062.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.0998,87,1066.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.1506,87,1069.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.2005,87,1072.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.2503,87,1076,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.3014,87,1079.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.3497,87,1082.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.4004,87,1085.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.4502,87,1088.2,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,293.15,0.4995,87,1091.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0,87,1057,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.052,87,1060.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.0998,87,1064.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.1506,87,1067.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.2005,87,1070.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.2503,87,1074,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.3014,87,1077.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.3497,87,1080,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.4004,87,1083,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.4502,87,1086,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,298.15,0.4995,87,1088.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0,87,1055.1,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.052,87,1059,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.0998,87,1062.3,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.1506,87,1065.6,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.2005,87,1068.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.2503,87,1071.8,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.3014,87,1074.9,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.3497,87,1077.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.4004,87,1080.7,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.4502,87,1083.5,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
GuUwm,0.1,303.15,0.4995,87,1086.4,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
