setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rNVXN,0.0544,298.15,101,1003.36,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.1016,298.15,101,1018.2,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.1492,298.15,101,1032.87,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.1941,298.15,101,1045.1,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.2686,298.15,101,1065.22,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.3215,298.15,101,1078.37,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.3932,298.15,101,1094.93,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.5108,298.15,101,1119.82,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.6016,298.15,101,1137.49,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.6657,298.15,101,1149.16,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.6998,298.15,101,1155.07,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.8304,298.15,101,1176.5,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rNVXN,0.9551,298.15,101,1195.04,Iglesias-Otero et al. (2008a),Density,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
