setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rLwHU,278.15,0.0061,101.3,1135.98,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.01066,101.3,1135.88,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.0201,101.3,1135.62,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.03152,101.3,1135.2,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.0402,101.3,1134.87,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.04913,101.3,1134.54,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.05994,101.3,1134.06,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.07538,101.3,1133.36,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,278.15,0.09799,101.3,1132.28,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,283.15,0.0061,101.3,1132,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,283.15,0.01066,101.3,1131.85,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,283.15,0.0201,101.3,1131.59,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,283.15,0.03152,101.3,1131.16,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,283.15,0.0402,101.3,1130.85,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
rLwHU,283.15,0.04913,101.3,1130.48,Vranes et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAlSBG,OCCOCCOCCOCCO,tetraethylene glycol,,,
