setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VcrrS,288.15,0.053,101,996.474,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.1088,101,1021,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.2016,101,1052.83,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.3088,101,1077.88,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.4106,101,1093.47,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.5023,101,1103.61,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.5962,101,1112.5,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.7006,101,1122.49,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.7995,101,1132.99,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,288.15,0.9099,101,1145.62,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.053,101,991.791,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.1088,101,1016.45,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.2016,101,1048.37,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.3088,101,1073.64,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.4106,101,1089.74,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.5023,101,1100.22,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.5962,101,1109.27,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.7006,101,1119.44,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.7995,101,1130.02,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,293.15,0.9099,101,1142.38,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.053,101,987.817,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.1088,101,1012.38,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.2016,101,1044.22,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.3088,101,1069.47,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.4106,101,1085.86,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.5023,101,1096.66,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.5962,101,1106.01,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.7006,101,1116.37,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.7995,101,1126.8,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,298.15,0.9099,101,1138.92,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,303.15,0.053,101,983.383,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
VcrrS,303.15,0.1088,101,1008.21,Pal and Kumar (2012b),Density,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
