setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aJVbv,293.15,0,100,1397.1,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.1273,100,1375,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.2596,100,1346.9,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.3787,100,1315,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.4996,100,1273.9,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.6368,100,1210.1,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.7624,100,1126,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.8787,100,1008.7,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.9498,100,903.9,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,0.9799,100,847.3,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,293.15,1,100,803.6,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0,100,1395.3,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.1273,100,1373.2,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.2596,100,1345.1,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.3787,100,1313.2,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.4996,100,1272.1,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.6368,100,1208.3,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.7624,100,1124.2,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.8787,100,1006.9,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.9498,100,902.2,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,0.9799,100,845.7,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,295.15,1,100,802.1,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,298.15,0,100,1392.7,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
aJVbv,298.15,0.1273,100,1370.6,Massel et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
