setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium ethyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ruVfe,308.15,0.1061,87.1,775.3,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,308.15,0.1598,87.1,779.7,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,308.15,0.2013,87.1,783,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,308.15,0.2508,87.1,786.6,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,308.15,0.2923,87.1,789.4,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,308.15,0.3357,87.1,792.5,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.0384,87.1,758.5,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.0622,87.1,760.7,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.1061,87.1,764.6,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.1598,87.1,769.1,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.2013,87.1,772.5,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.2508,87.1,776.2,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.2923,87.1,779.1,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
ruVfe,318.15,0.3357,87.1,782.2,Shekaari et al. (2018b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAHueB,CC#N,acetonitrile,,,
