setid,"MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cBxkK,0.00625,101,308,-0.004,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.00847,101,308,-0.002,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.01258,101,308,-0.021,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.02361,101,308,-0.006,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.02747,101,308,-0.023,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.03266,101,308,-0.017,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.03295,101,308,-0.011,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.0468,101,308,-0.019,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.05089,101,308,-0.018,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.05532,101,308,-0.03,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.06251,101,308,-0.061,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.0743,101,308,-0.045,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.08478,101,308,-0.077,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
cBxkK,0.09846,101,308,-0.089,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
