setid,"Temperature, K",Mole fraction of butylammonium formate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CXkZr,293.15,0,92.3,804.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.0518,92.3,820.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.0994,92.3,833.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.1509,92.3,846.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.1983,92.3,857.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.2511,92.3,869.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.303,92.3,880.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.3473,92.3,888.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.3996,92.3,897.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.4477,92.3,906,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
