setid,"Temperature, K",Mole fraction of butylammonium formate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CXkZr,293.15,0.4978,92.3,913.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.555,92.3,922.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.5969,92.3,927.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.6536,92.3,935.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.6977,92.3,941,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.7493,92.3,947.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.803,92.3,953.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.8461,92.3,957.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.8979,92.3,963.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,0.9451,92.3,967.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,293.15,1,92.3,973.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0,92.3,800.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.0518,92.3,816.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.0994,92.3,829.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.1509,92.3,843.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.1983,92.3,854.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.2511,92.3,866,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.303,92.3,876.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.3473,92.3,885.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.3996,92.3,894.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.4477,92.3,902.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.4978,92.3,910.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.555,92.3,918.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.5969,92.3,924.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.6536,92.3,932.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.6977,92.3,937.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.7493,92.3,944.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.803,92.3,950.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.8461,92.3,955,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.8979,92.3,960.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,0.9451,92.3,965,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,298.15,1,92.3,970.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0,92.3,796.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.0518,92.3,812.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.0994,92.3,826.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.1509,92.3,839.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.1983,92.3,850.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.2511,92.3,862.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.303,92.3,873.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.3473,92.3,881.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.3996,92.3,891.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.4477,92.3,899.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.4978,92.3,907.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.555,92.3,915.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.5969,92.3,921.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.6536,92.3,929.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.6977,92.3,934.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.7493,92.3,941.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.803,92.3,947.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.8461,92.3,952.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.8979,92.3,957.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,0.9451,92.3,962.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,303.15,1,92.3,968,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0,92.3,792.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.0518,92.3,808.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.0994,92.3,822.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.1509,92.3,835.7,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.1983,92.3,847,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.2511,92.3,858.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.303,92.3,869.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.3473,92.3,878.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.3996,92.3,887.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.4477,92.3,896.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.4978,92.3,904.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.555,92.3,912.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.5969,92.3,918.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.6536,92.3,926.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.6977,92.3,931.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.7493,92.3,938.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.803,92.3,944.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.8461,92.3,949.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.8979,92.3,954.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,0.9451,92.3,959.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,308.15,1,92.3,965.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0,92.3,788.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.0518,92.3,804.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.0994,92.3,818.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.1509,92.3,832,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.1983,92.3,843.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.2511,92.3,855.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.303,92.3,866.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.3473,92.3,874.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.3996,92.3,884.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.4477,92.3,892.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.4978,92.3,900.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.555,92.3,909.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.5969,92.3,915.4,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.6536,92.3,923.1,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.6977,92.3,928.9,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.7493,92.3,935.2,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.803,92.3,941.6,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.8461,92.3,946.3,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.8979,92.3,951.8,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,0.9451,92.3,956.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
CXkZr,313.15,1,92.3,962.5,Fernandes et al. (2020),Density,Liquid,AAWvbn,CCCC[NH3+].O=C[O-],butylammonium formate,AALcLI,CCCO,propan-1-ol,,,
