setid,Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hWqlk,0.0999,298.15,101,1240.39,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,303.15,101,1235.3,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,308.15,101,1230.23,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,313.15,101,1225.16,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,318.15,101,1220.1,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,323.15,101,1215.1,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,328.15,101,1210.03,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,333.15,101,1205.01,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,338.15,101,1199.99,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,343.15,101,1194.99,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,348.15,101,1189.98,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.0999,353.15,101,1184.99,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,288.15,101,1281.69,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,293.15,101,1276.76,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,298.15,101,1271.81,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,303.15,101,1266.88,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,308.15,101,1261.97,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,313.15,101,1257.07,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,318.15,101,1252.18,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,323.15,101,1247.31,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,328.15,101,1242.45,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,333.15,101,1237.6,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,338.15,101,1232.77,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,343.15,101,1227.95,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,348.15,101,1223.23,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.1999,353.15,101,1218.33,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,288.15,101,1308.11,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,293.15,101,1303.31,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,298.15,101,1298.49,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,303.15,101,1293.69,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,308.15,101,1288.9,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,313.15,101,1284.13,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,318.15,101,1279.38,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,323.15,101,1274.64,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,328.15,101,1269.93,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,333.15,101,1265.22,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,338.15,101,1260.53,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,343.15,101,1255.85,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,348.15,101,1251.19,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3005,353.15,101,1246.53,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,288.15,101,1328.11,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,293.15,101,1323.35,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,298.15,101,1318.19,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,303.15,101,1313.73,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,308.15,101,1309.05,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,313.15,101,1304.29,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,318.15,101,1299.52,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,323.15,101,1294.85,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,328.15,101,1290.17,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,333.15,101,1285.49,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,338.15,101,1280.82,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,343.15,101,1278.24,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,348.15,101,1273.65,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.3998,353.15,101,1269.08,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,288.15,101,1345.68,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,293.15,101,1341.06,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,298.15,101,1336.46,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,303.15,101,1331.87,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,308.15,101,1327.3,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,313.15,101,1322.73,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,318.15,101,1318.2,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,323.15,101,1313.68,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,328.15,101,1309.18,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,333.15,101,1304.69,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,338.15,101,1300.22,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,343.15,101,1295.77,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,348.15,101,1291.32,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.5001,353.15,101,1286.9,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,288.15,101,1359.07,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,293.15,101,1354.54,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,298.15,101,1350.02,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,303.15,101,1345.52,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,308.15,101,1341.03,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,313.15,101,1336.56,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,318.15,101,1332.12,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,323.15,101,1327.69,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,328.15,101,1323.28,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,333.15,101,1318.89,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,338.15,101,1314.5,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,343.15,101,1310.34,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
hWqlk,0.601,348.15,101,1306.19,Wei et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
