setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CQNQl,288.15,0.5509,101,1141.4,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,288.15,0.6272,101,1148.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,288.15,0.7,101,1156.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.0295,101,1073.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.0622,101,1078.4,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.07,101,1079.5,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.0728,101,1079.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.0941,101,1082.5,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.1198,101,1085.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.1384,101,1088.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.1488,101,1089.7,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.1584,101,1090.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.1647,101,1091.5,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.2068,101,1096.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.2229,101,1098.5,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.2279,101,1099.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.2282,101,1099.1,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.2919,101,1106.7,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.3458,101,1113.2,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.3554,101,1114.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.3559,101,1114.1,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.3846,101,1117.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.4344,101,1122.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.5313,101,1133.2,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.5509,101,1135.1,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.6272,101,1142.6,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,293.15,0.7,101,1150.1,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.0295,101,1067.4,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.0622,101,1071.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.07,101,1073,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.0728,101,1073.2,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.0941,101,1076,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.1198,101,1079.4,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.1384,101,1081.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.1488,101,1083.2,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.1584,101,1084.4,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.1647,101,1085,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.2068,101,1090.4,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.2229,101,1092.1,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.2279,101,1092.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.2282,101,1092.7,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.2919,101,1100.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.3458,101,1106.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.3554,101,1107.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.3559,101,1107.7,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.3846,101,1111,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.4344,101,1116.5,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.5313,101,1126.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.5509,101,1128.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.6272,101,1136.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,298.15,0.7,101,1143.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.0295,101,1060.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.0622,101,1065.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.07,101,1066.4,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.0728,101,1066.7,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.0941,101,1069.5,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.1198,101,1072.8,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.1384,101,1075.3,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.1488,101,1076.6,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
CQNQl,303.15,0.1584,101,1077.9,Liu et al. (2020d),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,
