setid,"Temperature, K",Mole fraction of acetonitrile,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZykJH,278.15,0.897,101,945.89,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,0.9342,101,902.15,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,0.9567,101,871.14,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,0.9707,101,849.53,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,0.9803,101,833.78,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,0.9872,101,821.79,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,0.9925,101,812.49,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,0.9967,101,804.39,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,278.15,1,101,798.01,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0,101,1247.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.0051,101,1247.3,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.0099,101,1246.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.0202,101,1245.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.0499,101,1242.1,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.1001,101,1236.4,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.1426,101,1232.8,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.2507,101,1215.07,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.3434,101,1198.44,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.4592,101,1173.6,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.5799,101,1137,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.679,101,1097.17,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.7423,101,1064.52,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.7865,101,1036.74,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.8539,101,983.97,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.897,101,941.18,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.9342,101,897.28,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.9567,101,866.13,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.9707,101,844.43,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.9803,101,828.62,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.9872,101,816.57,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.9925,101,807.23,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,0.9967,101,799.09,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,283.15,1,101,792.69,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0,101,1244,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.0051,101,1243.8,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.0099,101,1243,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.0202,101,1242.1,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.0499,101,1238.7,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.1001,101,1232.9,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.1426,101,1229.3,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.2507,101,1211.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.3434,101,1194.79,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.4592,101,1169.85,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.5799,101,1133.1,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.679,101,1093.12,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.7423,101,1060.33,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.7865,101,1032.43,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.8539,101,979.43,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.897,101,936.47,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.9342,101,892.39,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.9567,101,861.1,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.9707,101,839.31,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.9803,101,823.44,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.9872,101,811.34,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.9925,101,801.95,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,0.9967,101,793.78,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,288.15,1,101,787.33,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0,101,1240.7,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.0051,101,1240.4,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.0099,101,1239.6,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.0202,101,1238.7,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.0499,101,1235.3,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.1001,101,1229.5,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.1426,101,1225.81,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.2507,101,1207.95,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.3434,101,1191.15,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.4592,101,1166.12,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.5799,101,1129.22,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.679,101,1089.08,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.7423,101,1056.15,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.7865,101,1028.13,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.8539,101,974.91,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.897,101,931.76,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.9342,101,887.47,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.9567,101,856.07,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.9707,101,834.19,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.9803,101,818.24,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.9872,101,806.09,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.9925,101,796.67,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,0.9967,101,788.44,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,293.15,1,101,781.97,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0,101,1237.3,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.0051,101,1237.1,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.0099,101,1236.2,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.0202,101,1235.3,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.0499,101,1231.8,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.1001,101,1226,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.1426,101,1222.35,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.2507,101,1204.39,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.3434,101,1187.54,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.4592,101,1162.39,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.5799,101,1125.35,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.679,101,1085.03,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
ZykJH,298.15,0.7423,101,1051.97,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
