setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yuWfW,283.15,0.05331,100,1065.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.09804,100,1092.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.19002,100,1141,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.29212,100,1186.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.38401,100,1221,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.45565,100,1245.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.57816,100,1282.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.67537,100,1308.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.78264,100,1334,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.89469,100,1358.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,283.15,0.94282,100,1367.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.04991,100,1054.7,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.09685,100,1083.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.19623,100,1135.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.22189,100,1147.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.29097,100,1177.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.39995,100,1218.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.51439,100,1255.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.58641,100,1276.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.63292,100,1289,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.67298,100,1299.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.78665,100,1326.6,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.89432,100,1349.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,293.15,0.94497,100,1360,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.05183,100,1047.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.07025,100,1058.7,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.09655,100,1074.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.12064,100,1088.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.18844,100,1123.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.22189,100,1138.9,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.29224,100,1169.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.39345,100,1207.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.50548,100,1244.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.58158,100,1266.6,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.67853,100,1292.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.77255,100,1315.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.90215,100,1343,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,303.15,0.93916,100,1350.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.04989,100,1036.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.09747,100,1065.6,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.19136,100,1115.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.28875,100,1158.7,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.38543,100,1195.7,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.47237,100,1225,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.59453,100,1261.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.67855,100,1283.9,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.78347,100,1309.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.89659,100,1333.6,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
yuWfW,313.15,0.95827,100,1345.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
