setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ysXpn,0,298.15,101,876.3,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.0365,298.15,101,905.2,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.0913,298.15,101,945.2,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.2054,298.15,101,1017.8,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.2945,298.15,101,1066,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.4109,298.15,101,1119.5,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.5066,298.15,101,1157.1,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.5784,298.15,101,1182.3,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.6918,298.15,101,1217.8,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.7965,298.15,101,1246.7,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.894,298.15,101,1270.5,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,0.9496,298.15,101,1283,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ysXpn,1,298.15,101,1293.7,Pereiro et al. (2006b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
