setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eUdpZ,293.15,0,100,809.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.0814,100,856,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.1609,100,895.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.2408,100,930.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.3491,100,971.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.4393,100,1000.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.5608,100,1034.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.6509,100,1056.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.7401,100,1076,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
eUdpZ,293.15,0.8508,100,1097,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAQxVB,CCCC(C)O,pentan-2-ol,,,
