setid,"MolaLity of N-acetyl-L-cysteine, mol/kg","Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rlnhy,0,0,288.15,100,999.108,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0,298.15,100,997.046,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0,308.15,100,994.037,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0,318.15,100,990.216,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.005,288.15,100,999.359,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.005,298.15,100,997.282,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.005,308.15,100,994.272,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.005,318.15,100,990.42,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.01,288.15,100,999.899,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.01,298.15,100,997.512,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.01,308.15,100,994.497,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.01,318.15,100,990.63,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.03,288.15,100,1000.56,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.03,298.15,100,998.432,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.03,308.15,100,995.4,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.03,318.15,100,991.45,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.05,288.15,100,1001.52,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.05,298.15,100,999.352,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.05,308.15,100,996.297,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0,0.05,318.15,100,992.27,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09801,0,288.15,100,1003.49,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09801,0,298.15,100,1001.33,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09801,0,308.15,100,998.222,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09801,0,318.15,100,994.288,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09902,0.005,288.15,100,1003.77,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09902,0.005,298.15,100,1001.6,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09902,0.005,308.15,100,998.495,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.09902,0.005,318.15,100,994.529,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.10082,0.03,288.15,100,1005.02,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.10082,0.03,298.15,100,1002.81,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.10082,0.03,308.15,100,999.672,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,0.10082,0.03,318.15,100,995.609,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
