setid,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DjbEV,298.31,1081.3,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,303.53,1078.4,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,308.27,1075.51,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,313.25,1072.58,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,318.48,1069.64,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,323.22,1066.86,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,328.2,1064.05,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,333.42,1061.23,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,338.17,1058.42,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,343.39,1055.61,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
DjbEV,348.37,1052.81,Kroilikowska et al. (2012),Density,Liquid,ABAUIs,CCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2-hexylisoquinolinium thiocyanate,,,,,,
